No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
369,2013.4166667,18.2,-0.12136082259714585,1,24.97544,121.53119,43.1
370,2012.6666667,20.2,1.4531873441891536,3,24.96322,121.51237,22.8
371,2012.75,15.9,-0.17417551694306949,5,24.98203,121.54348,42.1
372,2013.5,4.1,-0.15394167427354652,5,24.95591,121.53956,51.7
373,2013.0,33.9,-0.2872439963734196,7,24.96628,121.54196,41.5
374,2013.0833333,0.0,-0.187318007866747,1,24.9748,121.53059,52.2
375,2013.25,5.4,-0.08726772262806552,5,24.97937,121.54245,49.5
376,2013.25,21.7,0.5714874456008657,0,24.96165,121.55011,23.8
377,2013.4166667,14.7,1.0515106087432449,2,24.96447,121.51649,30.5
378,2013.3333333,3.9,-0.37990356187393454,8,24.95836,121.53756,56.8
379,2013.3333333,37.3,0.08211172593738021,8,24.97077,121.54634,37.4
380,2013.3333333,0.0,-0.17102260329204355,6,24.97744,121.54458,69.7
381,2013.3333333,14.1,-0.17417551694306949,5,24.98203,121.54348,53.3
382,2013.4166667,8.0,-0.30875411239343137,9,24.98298,121.53981,47.3
383,2013.0,16.3,2.6072550320003995,0,24.93207,121.51597,29.3
384,2012.6666667,29.1,0.011917292542487946,4,24.97845,121.53889,40.3
385,2012.75,16.1,3.0682371032268905,0,24.94297,121.50342,12.9
386,2013.0,18.3,-0.35138280114359854,10,24.983,121.54026,46.6
387,2012.8333333,0.0,-0.2633594522428435,0,24.9711,121.5317,55.3
388,2013.25,16.2,1.3831648488841877,3,24.96042,121.51462,25.6
389,2013.5,10.4,1.5105372382879945,4,24.95957,121.51353,27.3
390,2013.25,40.9,-0.3174969453734747,8,24.96756,121.5423,67.7
391,2013.5,32.8,-0.09820222975289498,9,24.97151,121.5435,38.6
392,2013.5833333,6.2,1.2425533123963157,1,24.95155,121.55387,31.3
393,2013.0833333,42.7,-0.041571848919039006,6,24.97927,121.53874,35.3
394,2013.0,16.9,0.4078861641084259,4,24.98872,121.53408,40.3
395,2013.5,32.6,3.1280540471033107,1,24.95544,121.4963,24.7
396,2012.9166667,21.2,0.017440513970420533,4,24.974,121.53842,42.5
397,2012.6666667,37.1,0.3660267502361896,1,24.97198,121.55063,31.9
398,2013.4166667,13.1,0.5773675050916165,4,24.99156,121.53406,32.2
399,2013.4166667,14.7,1.0515106087432449,2,24.96447,121.51649,23.0
400,2012.9166667,12.7,-0.27649361665892097,1,24.97371,121.52984,37.3
401,2013.25,26.8,-0.008131821834712439,5,24.97433,121.53863,35.5
402,2013.0833333,7.6,1.4445191922566571,3,24.96305,121.51254,27.7
403,2012.8333333,12.7,-0.2615974087221626,1,24.97388,121.52981,28.5
404,2012.6666667,30.9,-0.2835212749136403,9,24.98353,121.53966,39.7
405,2013.3333333,16.4,-0.17417551694306949,5,24.98203,121.54348,41.2
406,2012.6666667,23.0,-0.31008669697057617,6,24.95663,121.53765,37.2
407,2013.1666667,1.9,-0.10308791538757486,7,24.97293,121.54026,40.5
408,2013.0,5.2,1.645353697166807,0,24.95505,121.55964,22.3
409,2013.4166667,18.5,1.4451320918882478,3,24.9633,121.51243,28.1
410,2013.0,13.7,3.081480542325183,0,24.94155,121.50381,15.4
411,2012.6666667,5.6,-0.3448850092132377,9,24.97433,121.5431,50.0
412,2013.25,18.8,-0.08692333140650504,7,24.97923,121.53986,40.6
413,2013.0,8.1,-0.33256346043475354,5,24.96674,121.54067,52.5
414,2013.5,6.5,-0.3448850092132377,9,24.97433,121.5431,63.9
