UNITID,city,state,admission_rate,sat_verbal_midrange,sat_math_midrange,sat_writing_midrange,act_combined_midrange,act_english_midrange,act_math_midrange,act_writing_midrange,sat_total_average,undergrad_size,percent_white,percent_black,percent_hispanic,percent_asian,percent_part_time,average_cost_academic_year,average_cost_program_year,tuition_(instate),tuition_(out_of_state),spend_per_student,faculty_salary,percent_part_time_faculty,percent_pell_grant,completion_rate,predominant_degree,highest_degree,ownership,gender,percent_female,agege24,faminc,mean_earnings_6_years,median_earnings_6_years,mean_earnings_10_years,median_earnings_10_years,region
131803.0,2298,8,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,871.0,0.0436,0.8014,0.0471,0.0149,0.8749,22865.0,17831.0,15495.0,15495.0,2133.0,8312.0,0.0899,0.5387,0.1667,1,3,0,0,0.69999998807907,1.7826088928320243,0.35539959502281077,44200.0,38900.0,56800.0,51700.0,2
131830.0,2298,8,0.75,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,37.0,0.2703,0.5676,0.1081,0.0,0.0,12848.0,17831.0,8800.0,8800.0,1267.0,5748.0,0.52845,0.3056,0.46525,2,2,1,0,0.52999997138977,1.3478261601947443,-0.03225320800851492,27600.0,25000.0,34300.0,30900.0,2
131876.0,2298,8,0.5231,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1810.0,0.0199,0.7215,0.1381,0.011000000000000001,0.3376,30144.0,17831.0,21630.0,21630.0,5259.0,6264.0,1.0,0.6483,0.3394,1,3,1,2,0.95999997854232,-0.3913042520530464,0.3604462195225809,31400.0,26900.0,52500.0,52100.0,2
132268.0,1592,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,689.0,0.807,0.0885,0.0421,0.0073,0.0,22865.0,33304.0,11700.0,14446.0,2805.0,3948.0,0.52845,0.6087,0.46525,2,0,0,0,0.02999999932944,0.608695618371643,0.4126953507669293,30400.0,29800.0,35500.0,32100.0,7
132338.0,728,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1924.0,0.1996,0.198,0.3591,0.013000000000000001,0.42200000000000004,30805.0,17831.0,17704.0,17704.0,3955.0,5152.0,0.3413,0.6043,0.4293,0,1,0,0,0.56000000238418,-0.3478260306194339,0.5214802656225931,26600.0,24000.0,33300.0,29500.0,7
132374.0,430,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,902.0,0.2694,0.4135,0.2605,0.0299,0.0,22865.0,11560.0,11700.0,14446.0,14921.0,5748.0,0.52845,0.127,0.46525,2,2,2,0,0.6700000166893,0.9130436867081291,-0.8586803197932952,28000.0,24300.0,35600.0,33200.0,7
132408.0,820,10,0.4257,515.0,435.0,510.0,24.0,23.0,22.0,7.0,1062.0,499.0,0.8277,0.0441,0.0381,0.002,0.2285,15748.0,17831.0,9700.0,9700.0,5781.0,4941.0,1.0,0.6292,0.3684,1,1,1,0,0.43999999761581,-0.652173839805299,0.7424850949127472,26900.0,24200.0,34700.0,29900.0,7
132471.0,1330,10,0.4678,470.0,470.0,450.0,19.0,19.0,19.0,7.0,930.0,4284.0,0.2017,0.32,0.2937,0.0135,0.1615,41019.0,17831.0,28160.0,28160.0,10646.0,7696.0,0.4266,0.5181,0.3729,1,3,1,0,0.70999997854232,0.21739136631863998,0.7827049795626599,42300.0,38900.0,50800.0,45300.0,7
132602.0,523,10,0.6659999999999999,415.0,405.0,510.0,17.0,16.0,17.0,7.0,812.0,3723.0,0.0223,0.895,0.0282,0.0021,0.0304,27017.0,17831.0,14410.0,14410.0,5978.0,5838.0,0.8436,0.7762,0.5505,1,3,1,0,0.58999997377395,-1.7391304608385758,0.1850913758287906,24100.0,21800.0,33100.0,28700.0,7
132657.0,210,10,0.7759999999999999,465.0,470.0,460.0,20.0,20.0,20.0,7.0,940.0,1732.0,0.3915,0.10099999999999999,0.1253,0.0162,0.0572,48735.0,17831.0,33600.0,33600.0,9124.0,5194.0,0.8182,0.2004,0.4128,1,3,1,0,0.57999998331069,-1.0000000000000435,2.3794283036332993,33300.0,30300.0,42100.0,35500.0,7
132666.0,234,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,129.0,0.4574,0.1473,0.3256,0.0,0.0,22865.0,17221.0,11700.0,14446.0,4722.0,5748.0,0.52845,0.4783,0.46525,2,2,0,0,0.69999998807907,0.6521740989558765,-0.7597331581007307,18500.0,16300.0,34300.0,30900.0,7
132675.0,2078,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,139.0,0.7698,0.223,0.0,0.0,0.1367,22865.0,7415.0,11700.0,14446.0,5695.0,5748.0,0.52845,0.3444,0.46525,2,2,2,0,0.88999998569488,1.043478351008923,-0.9995218179017417,21300.0,18200.0,34300.0,30900.0,7
132693.0,429,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,12736.0,0.6892,0.1247,0.1058,0.0188,0.5799,10693.0,17831.0,2496.0,9739.0,3802.0,6117.0,0.2846,0.3662,0.4493,0,0,2,0,0.68000000715255,0.0,-0.3613206761285448,25500.0,22900.0,32700.0,28700.0,7
132709.0,728,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,39162.0,0.2048,0.3477,0.3383,0.0271,0.6793,13383.0,17831.0,2542.0,8712.0,3163.0,6476.0,0.2706,0.5013,0.3185,0,1,2,0,0.64999997615814,-0.304347809185865,-0.44785883785229,28900.0,26100.0,37000.0,33400.0,7
132806.0,2421,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,59.0,0.1525,0.6441,0.1864,0.0,0.0,31994.0,17831.0,11700.0,14446.0,4816.0,3790.0,0.52845,0.5057,0.46525,2,0,0,0,0.86000001430511,0.8260869846902832,-0.7150832828003834,20500.0,18600.0,23000.0,20900.0,7
132842.0,1330,10,0.3621,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,263.0,0.019,0.0266,0.8935,0.0076,0.4411,22158.0,17831.0,12048.0,12048.0,4251.0,4843.0,0.2549,0.6273,0.1739,1,3,1,0,0.80000001192092,0.8260869846902832,-0.2130697987632887,28100.0,24800.0,29000.0,24900.0,7
132851.0,1558,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,7113.0,0.6021,0.1442,0.1258,0.0164,0.6007,13907.0,17831.0,2522.0,10126.0,3654.0,5793.0,0.3892,0.5431,0.4439,0,1,2,0,0.68999999761581,-0.17391301530971706,-0.2801055770226872,26000.0,24000.0,32900.0,29700.0,7
132879.0,1080,10,0.4172,500.0,470.0,510.0,21.0,22.0,22.0,7.0,970.0,299.0,0.6455,0.1171,0.1873,0.0067,0.2241,26241.0,17831.0,12470.0,12470.0,3567.0,4789.0,0.4286,0.5267,0.3226,1,1,1,0,0.43999999761581,-1.0434782862213112,0.5667467747722759,25700.0,23600.0,29600.0,29500.0,7
132903.0,1591,10,0.4894,585.0,595.0,560.0,26.0,22.0,22.0,7.0,1175.0,50919.0,0.5718,0.1056,0.2158,0.0559,0.2911,19815.0,17831.0,6317.0,22416.0,5403.0,8646.0,0.9807,0.3771,0.6724,1,3,2,0,0.60000002384185,-1.0000000000000435,0.8557758580169145,36800.0,34700.0,48900.0,43000.0,7
132976.0,1717,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,225.0,0.6844,0.1244,0.1067,0.0311,0.0,15064.0,17831.0,2884.0,11231.0,14296.0,5748.0,0.52845,0.5688,0.46525,2,2,2,0,0.82999998331069,1.043478351008923,-0.752504347850368,28900.0,27500.0,22600.0,20000.0,7
133021.0,1263,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1635.0,0.7309,0.1884,0.0428,0.0043,0.444,9298.0,17831.0,3120.0,8950.0,5351.0,5048.0,0.3554,0.4229,0.48100000000000004,0,1,2,0,0.66000002622604,-0.521739045929151,-0.547503610216669,25600.0,22900.0,31900.0,29700.0,7
133085.0,414,10,0.7009,520.0,500.0,510.0,22.0,23.0,21.0,7.0,1026.0,491.0,0.7943,0.0448,0.1202,0.0163,0.0346,28463.0,17831.0,17125.0,17125.0,5545.0,4964.0,0.56,0.5142,0.5366,1,3,1,0,0.51999998092651,-1.7826087308628864,1.0286264702063463,30500.0,28400.0,39100.0,34700.0,7
133155.0,1445,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,614.0,0.3746,0.1075,0.4967,0.0098,0.5,22865.0,15655.0,11700.0,14446.0,8435.0,5748.0,0.52845,0.2054,0.46525,2,2,2,0,0.81000000238418,0.7391305418231016,-0.7228793961921349,28900.0,28200.0,33900.0,32800.0,7
133386.0,523,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,12993.0,0.687,0.1338,0.122,0.0209,0.5607,11307.0,17831.0,3321.0,12391.0,4904.0,6453.0,0.3516,0.4909,0.3813,0,1,2,0,0.66000002622604,-0.043478221433612525,-0.24811182061493067,26100.0,22700.0,31200.0,27000.0,7
133465.0,1848,10,0.65,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,972.0,0.2695,0.4012,0.2479,0.0401,0.5195,28808.0,17831.0,16360.0,16360.0,5328.0,5816.0,0.3,0.6996,0.1563,1,3,0,0,0.79000002145767,1.2173914958939505,0.2677957038537986,38200.0,31600.0,35500.0,29800.0,7
133492.0,1880,10,0.7104,565.0,555.0,510.0,26.0,25.0,26.0,7.0,1138.0,2163.0,0.7614,0.0559,0.0791,0.0148,0.1026,49802.0,17831.0,37362.0,37362.0,11371.0,7433.0,0.6907,0.2341,0.6617,1,1,1,0,0.64999997615814,-0.739130412247791,2.43729927404744,34100.0,30100.0,45900.0,40800.0,7
133508.0,733,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,12850.0,0.5377,0.1237,0.2525,0.0174,0.6329,15635.0,17831.0,3281.0,12979.0,3625.0,6241.0,0.2573,0.3995,0.2998,0,1,2,0,0.68999999761581,-0.17391301530971706,-0.08817468469068021,30100.0,27500.0,35000.0,32300.0,7
133526.0,1017,10,0.2732,395.0,400.0,385.0,17.0,16.0,17.0,7.0,802.0,862.0,0.0267,0.9211,0.022000000000000002,0.0,0.0197,22929.0,17831.0,11525.0,11525.0,3304.0,4637.0,0.5696,0.841,0.2,1,1,1,0,0.43999999761581,-1.2608695877522522,-0.3250798249969868,21800.0,19600.0,29100.0,25600.0,7
133553.0,523,10,0.7405,530.0,575.0,520.0,24.0,23.0,25.0,7.0,1105.0,4666.0,0.5332,0.0574,0.0705,0.0463,0.0667,45648.0,17831.0,31334.0,31334.0,16386.0,8505.0,0.8602,0.3103,0.569,1,3,1,0,0.17000000178813,-0.5652173969380738,1.6387435468685934,50100.0,44500.0,65500.0,60900.0,7
133650.0,2137,10,0.45,475.0,465.0,450.0,20.0,20.0,20.0,7.0,947.0,8825.0,0.031,0.9411,0.0113,0.0071,0.091,19191.0,17831.0,5785.0,17725.0,7958.0,7994.0,0.9972,0.6445,0.4094,1,3,2,0,0.57999998331069,-1.6521739369867818,0.4570808879341276,32800.0,26700.0,44600.0,37300.0,7
133669.0,210,10,0.4773,520.0,525.0,515.0,22.0,22.0,22.0,7.0,1039.0,24685.0,0.4638,0.1871,0.2488,0.0393,0.3694,19131.0,17831.0,4790.0,17234.0,6131.0,7962.0,0.6812,0.3999,0.4105,1,3,2,0,0.62999999523162,-0.521739045929151,0.47101867446526197,36000.0,33800.0,46900.0,41400.0,7
133702.0,1017,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,25018.0,0.4775,0.2692,0.0651,0.035,0.6532,11430.0,17831.0,2830.0,9944.0,3900.0,5846.0,0.3299,0.3871,0.34600000000000003,0,1,2,0,0.70999997854232,0.21739136631863998,-0.127547105008789,28400.0,25700.0,35000.0,32100.0,7
133711.0,1860,10,0.4987,560.0,555.0,545.0,23.0,24.0,23.0,7.0,1096.0,2839.0,0.7584,0.0395,0.0814,0.006,0.0328,28305.0,17831.0,16180.0,16180.0,5796.0,6087.0,0.424,0.2922,0.6309,1,1,1,0,0.63999998569488,-1.2173913015310283,1.6655254674433613,30400.0,29600.0,40200.0,37200.0,7
133809.0,2152,10,0.5875,530.0,515.0,510.0,23.0,24.0,22.0,7.0,1060.0,558.0,0.7993,0.0556,0.0556,0.0054,0.0448,25690.0,17831.0,14490.0,14490.0,8775.0,6334.0,0.7059,0.3729,0.4978,0,1,1,0,0.55000001192092,-1.9130435166405557,1.8051555709028868,28400.0,28000.0,40800.0,36900.0,7
133845.0,1017,10,1.0,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,630.0,0.3508,0.3635,0.0143,0.0397,0.0,22865.0,25807.0,11700.0,14446.0,4623.0,3682.0,0.7321,0.3982,0.46525,2,0,0,0,0.93000000715255,0.6956523203894888,-0.6431702798307678,20000.0,18100.0,22500.0,20700.0,7
133854.0,1360,10,1.0,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,508.0,0.0827,0.5551,0.2343,0.0295,0.0,22865.0,23208.0,11700.0,14446.0,4850.0,3203.0,0.7959,0.4658,0.46525,2,0,0,0,0.91000002622604,0.608695618371643,-0.8542172868762168,21300.0,20600.0,23400.0,22500.0,7
133863.0,2138,10,1.0,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,454.0,0.2555,0.2885,0.2379,0.022000000000000002,0.0,22865.0,24239.0,11700.0,14446.0,3474.0,2881.0,0.6739,0.3784,0.46525,2,0,0,0,0.91000002622604,0.6521740989558765,-0.756515958251329,19600.0,17400.0,25000.0,23900.0,7
133872.0,1591,10,0.1336,439.0,439.0,510.0,19.0,18.0,17.0,7.0,884.0,2064.0,0.4748,0.1434,0.2016,0.0562,0.7108,21358.0,17831.0,11830.0,11830.0,8382.0,6539.0,0.988,0.3595,0.3953,1,3,1,0,0.81999999284744,0.6956523203894888,1.0317761893703492,50800.0,50600.0,52000.0,51100.0,7
133881.0,1307,10,0.6045,555.0,590.0,510.0,26.0,25.0,26.0,7.0,1153.0,3191.0,0.4253,0.0526,0.0611,0.0185,0.0401,52490.0,17831.0,36020.0,36020.0,10719.0,9025.0,0.561,0.2414,0.5437,1,3,1,0,0.34999999403953,-1.6956522070111357,2.3728305541374266,41500.0,37600.0,55200.0,53100.0,7
133942.0,1655,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,68.0,0.9265,0.0441,0.0,0.0294,0.0,22865.0,17831.0,11700.0,14446.0,1926.0,5748.0,0.52845,0.4324,0.46525,2,2,0,0,0.87999999523162,-0.21739123674332958,0.1495662853464992,41400.0,42000.0,46300.0,47900.0,7
133951.0,1330,10,0.4304,580.0,570.0,560.0,26.0,25.0,25.0,7.0,1154.0,38234.0,0.1007,0.1221,0.6705,0.0269,0.3293,18426.0,17831.0,6496.0,18895.0,6702.0,9653.0,0.9841,0.5809,0.5161,1,3,2,0,0.61000001430511,-0.9130434923451632,0.08171143118156801,37100.0,34200.0,49800.0,45100.0,7
133960.0,1066,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,964.0,0.6027,0.0871,0.2344,0.0156,0.5705,18699.0,17831.0,3276.0,10726.0,6720.0,6280.0,0.2427,0.3144,0.46525,0,0,2,0,0.61000001430511,0.47826095407084906,-0.4855158526091524,25700.0,21600.0,32200.0,27100.0,7
133979.0,1332,10,0.4159,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1517.0,0.0046,0.7423,0.0409,0.0013,0.0679,25036.0,17831.0,14776.0,14776.0,6668.0,6895.0,0.76,0.8975,0.3961,1,3,1,0,0.61000001430511,-1.1739130153097606,-0.3202617040594986,23700.0,21100.0,31500.0,27700.0,7
133997.0,1330,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,5818.0,0.1253,0.4605,0.2958,0.0057,0.0,46564.0,17831.0,18184.0,18184.0,1167.0,3886.0,1.0,0.7804,0.536,2,1,0,0,0.6700000166893,0.13043479387610454,-0.6246987220088954,21100.0,19500.0,37700.0,34300.0,7
134024.0,768,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,70.0,0.8286,0.0857,0.0571,0.0143,0.0143,22865.0,18424.0,11700.0,14446.0,3645.0,5748.0,0.52845,0.6205,0.46525,2,2,0,0,0.66000002622604,0.0,0.0,27600.0,25000.0,34300.0,30900.0,7
134079.0,1121,10,0.4989,540.0,545.0,530.0,25.0,24.0,24.0,7.0,1102.0,2379.0,0.7243,0.0593,0.0925,0.0164,0.1072,38413.0,17831.0,28580.0,28580.0,6857.0,7152.0,1.0,0.3293,0.5816,1,3,1,0,0.61000001430511,-1.2173913015310283,1.5146749548461134,31400.0,30800.0,40400.0,37600.0,7
134097.0,2137,10,0.5681,600.0,595.0,600.0,27.0,22.0,22.0,7.0,1212.0,32086.0,0.667,0.085,0.1704,0.0251,0.1052,20774.0,17831.0,6507.0,21673.0,8596.0,9706.0,0.8017,0.3065,0.7688,1,3,2,0,0.58999997377395,-1.434782635455797,1.4774637779969215,37000.0,34100.0,50200.0,44000.0,7
134112.0,1591,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,4330.0,0.2143,0.1942,0.5487,0.0039,0.0,22865.0,17829.0,11700.0,14446.0,2470.0,4196.0,0.8609,0.7751,0.602,2,0,0,0,0.68999999761581,0.43478273263723627,-0.4475218998093324,22500.0,20900.0,30300.0,26900.0,7
134121.0,1017,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,99.0,0.0505,0.20199999999999999,0.7172,0.0202,0.0,11673.0,17831.0,11103.0,11103.0,6551.0,3945.0,1.0,0.8968,0.1477,0,0,0,0,0.58999997377395,0.8260869846902832,-0.48989465101549134,22500.0,20200.0,32700.0,29800.0,7
134130.0,768,10,0.4655,625.0,640.0,625.0,29.0,29.0,28.0,9.0,1272.0,32346.0,0.5843,0.07400000000000001,0.1902,0.0754,0.0709,20456.0,17831.0,6263.0,28541.0,15167.0,10498.0,0.853,0.3207,0.8654,1,3,2,0,0.56000000238418,-1.5217391431106773,1.290392891165754,45100.0,38500.0,59900.0,51300.0,7
134149.0,1707,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1746.0,0.1793,0.6661,0.0876,0.0046,0.3814,27860.0,17831.0,14796.0,14796.0,4842.0,3597.0,0.52845,0.8336,0.4213,2,3,0,0,0.76999998092651,0.9565219081417413,-0.5745456804682509,24600.0,21900.0,32100.0,30000.0,7
134228.0,734,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,28.0,0.2143,0.5714,0.1786,0.0,0.1429,22865.0,9723.0,11700.0,14446.0,2877.0,5748.0,0.52845,0.9032,0.46525,2,2,0,0,0.88999998569488,0.608695618371643,-1.0811166703819826,17200.0,14900.0,17400.0,15500.0,7
134237.0,2421,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,18880.0,0.3795,0.2155,0.0748,0.0125,0.0,35899.0,17831.0,22088.0,22088.0,3567.0,4007.0,0.9990000000000001,0.635,0.7835,1,3,0,0,0.11999999731779,-0.9130434923451632,1.7711090055068892,31900.0,28200.0,40600.0,34100.0,7
134291.0,1655,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,675.0,0.603,0.2948,0.0267,0.0222,0.1763,22865.0,11866.0,11700.0,14446.0,5650.0,5748.0,0.52845,0.39,0.46525,2,2,2,0,0.41999998688697,0.8695652061238954,-0.9514955814112586,22700.0,19700.0,24600.0,21500.0,7
134307.0,1330,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,710.0,0.0958,0.131,0.762,0.0056,0.5479,22865.0,5520.0,11700.0,14446.0,2139.0,5748.0,0.52845,0.2769,0.46525,2,2,2,0,0.07000000029802,-0.739130412247791,-0.7133553118701319,38400.0,36200.0,42500.0,40300.0,7
134343.0,1623,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,3643.0,0.7354,0.1156,0.0554,0.0266,0.5446,9810.0,17831.0,2765.0,10072.0,4923.0,5049.0,0.4814,0.4284,0.3199,0,1,2,0,0.6700000166893,0.13043479387610454,-0.385310292479906,25600.0,23000.0,31900.0,29900.0,7
134422.0,511,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,68.0,0.5882,0.2206,0.1912,0.0,0.0,21744.0,17831.0,11085.0,11085.0,5422.0,2882.0,0.52845,0.4615,0.46525,0,0,0,0,0.83999997377395,1.043478351008923,-0.29970615651889027,26100.0,23100.0,33800.0,33000.0,7
134495.0,2138,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,23596.0,0.3685,0.1769,0.2578,0.0271,0.5253,9858.0,17831.0,2506.0,9111.0,3141.0,5626.0,0.36,0.4309,0.46525,0,0,2,0,0.64999997615814,-0.08695644286722505,-0.26162936536044235,28900.0,26200.0,35800.0,32500.0,7
134510.0,942,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,194.0,0.8144,0.0979,0.0155,0.0,0.5103,12303.0,17831.0,5700.0,5700.0,13377.0,1546.0,0.8696,0.5467,0.4,1,1,1,0,0.56000000238418,-1.2173913015310283,-0.11607911156325787,27600.0,25000.0,34300.0,30900.0,7
134529.0,950,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,73.0,0.1233,0.7534,0.1233,0.0,0.0,22865.0,22524.0,11700.0,14446.0,3792.0,5748.0,0.52845,1.0,0.46525,2,2,0,0,0.66000002622604,0.0,0.0,27600.0,25000.0,34300.0,30900.0,7
134574.0,1680,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,173.0,0.6358,0.1156,0.1156,0.0751,0.3757,22865.0,23983.0,11700.0,14446.0,3506.0,5748.0,0.52845,0.474,0.46525,2,2,0,0,0.76999998092651,1.173913274460338,0.1815749340434472,23600.0,21800.0,28900.0,25700.0,7
134608.0,734,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,13993.0,0.5737,0.1831,0.166,0.0143,0.6194,6709.0,17831.0,2764.0,10201.0,4899.0,8039.0,0.2771,0.39899999999999997,0.4039,0,1,2,0,0.68000000715255,-0.17391301530971706,-0.36869887465485973,25900.0,23200.0,32500.0,28700.0,7
134680.0,2138,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,474.0,0.3819,0.2426,0.1835,0.0127,0.1624,22376.0,17831.0,15600.0,15600.0,3605.0,5008.0,0.52845,0.6545,0.2564,1,1,0,0,0.60000002384185,-0.21739123674332958,0.5307283772105157,25700.0,23600.0,31100.0,27800.0,7
134714.0,2023,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,257.0,0.46299999999999997,0.4202,0.0973,0.0117,0.5953,22865.0,18933.0,11700.0,14446.0,4314.0,5748.0,0.52845,0.6736,0.46525,2,2,0,0,0.91000002622604,0.0,-0.40724244600265375,17400.0,15000.0,21700.0,17600.0,7
134811.0,1330,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,3167.0,0.0549,0.0268,0.4642,0.0051,0.23399999999999999,30422.0,17831.0,17704.0,17704.0,3685.0,4520.0,0.3798,0.5676,0.3971,1,3,0,0,0.58999997377395,-0.6956521908142218,0.570691835255912,26600.0,23000.0,34100.0,29300.0,7
134909.0,2138,10,0.7297,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,463.0,0.4471,0.2009,0.2484,0.0216,0.3218,26761.0,17831.0,18048.0,18048.0,5896.0,5566.0,0.2391,0.6758,0.3556,0,1,0,0,0.2199999988079,0.17391314488502746,0.2006887218367031,33700.0,30300.0,42300.0,38400.0,7
134945.0,1017,10,0.4737,500.0,510.0,510.0,22.0,22.0,22.0,7.0,1010.0,3360.0,0.489,0.1607,0.0708,0.0321,0.3467,42459.0,17831.0,29900.0,29900.0,8135.0,6923.0,0.9793,0.2938,0.3821,1,3,1,0,0.61000001430511,-0.304347809185865,1.5026014967681405,40900.0,36800.0,53200.0,47700.0,7
135063.0,1017,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,445.0,0.1775,0.7258,0.0382,0.0022,0.8562,15982.0,17831.0,7410.0,7410.0,2761.0,3958.0,0.0377,0.7778,0.2381,0,1,1,0,0.79000002145767,1.2608697173275631,-0.6391814732476314,27000.0,24400.0,31500.0,28300.0,7
135081.0,728,10,0.9331,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,15788.0,0.4047,0.2009,0.3072,0.0198,0.2464,26887.0,17831.0,16284.0,16284.0,5117.0,4822.0,0.6149,0.5957,0.5710000000000001,0,3,1,0,0.73000001907348,0.7826087632566704,-0.1837375736644759,30300.0,27200.0,33200.0,29600.0,7
135124.0,733,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,614.0,0.4756,0.2166,0.2687,0.0,0.0,22865.0,22761.0,11700.0,14446.0,2482.0,3677.0,0.7,0.7292,0.46525,0,0,0,0,0.81999999284744,0.17391314488502746,-0.4591825622462785,20400.0,18400.0,24500.0,23500.0,7
135142.0,926,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,290.0,0.0,0.0103,0.9759,0.0138,0.831,22865.0,13912.0,11700.0,14446.0,3588.0,5748.0,0.52845,0.7809,0.46525,2,2,0,0,0.93000000715255,1.869565335699206,-1.2775054764066582,14600.0,13400.0,16800.0,13500.0,7
135160.0,1111,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,2234.0,0.8071,0.1226,0.0372,0.0072,0.6249,9879.0,17831.0,3100.0,11747.0,4678.0,5435.0,0.382,0.3895,0.3389,0,0,2,0,0.73000001907348,0.04347835100892292,-0.4850797877662638,26800.0,24300.0,33800.0,30200.0,7
135179.0,669,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,637.0,0.7253,0.1381,0.0942,0.0157,0.3281,22865.0,11621.0,11700.0,14446.0,5935.0,5748.0,0.52845,0.3047,0.46525,2,2,2,0,0.77999997138977,1.0000001295753107,-0.848473051704632,29600.0,25300.0,30300.0,24100.0,7
135188.0,1154,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,3510.0,0.6541,0.1003,0.0972,0.0348,0.6615,9570.0,17831.0,3172.0,13276.0,3411.0,5176.0,0.988,0.3116,0.3477,0,0,2,0,0.73000001907348,-0.13043479387614798,-0.37083917584210085,26900.0,23400.0,33300.0,30400.0,7
135267.0,733,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,705.0,0.6085,0.166,0.1901,0.0128,0.0,22865.0,11057.0,11700.0,14446.0,6209.0,5748.0,0.52845,0.3076,0.46525,2,2,2,0,0.70999997854232,0.9565219081417413,-0.756190654809302,28000.0,25800.0,30000.0,28300.0,7
135276.0,2137,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,1017.0,0.5084,0.4503,0.0226,0.0098,0.3117,22865.0,16166.0,11700.0,14446.0,3314.0,5748.0,0.52845,0.4942,0.46525,2,2,2,0,0.62999999523162,0.608695618371643,-0.9478381282626331,20800.0,18600.0,24700.0,22900.0,7
135294.0,1330,10,0.69965,515.0,520.0,510.0,23.0,22.0,22.0,7.0,1037.0,890.0,0.0326,0.6876,0.2753,0.0011,0.3551,22865.0,11897.0,11700.0,14446.0,5504.0,5748.0,0.52845,0.1851,0.46525,2,2,2,0,0.6700000166893,1.043478351008923,-0.8795057900754993,27000.0,24500.0,31400.0,27900.0,7
